,0
Ho160n,1.152888336176487e-08
Ho161,1.0285128627838734e-08
Ho161m,1.2558607565174676e-08
Ho162,3.466233425839566e-08
Ho162m,1.4348779056303662e-07
Ho163m,3.425889629921209e-08
Ho164,4.2907558432174905e-09
Ho164m,7.20120154641988e-09
Ho166,6.438266598768312e-09
Ho166m,3.291578320442532e-07
Ho167,5.64198854807474e-08
Ho168,1.929970439777669e-07
Ho169,1.091089812296078e-07
Ho170,4.1222386699910344e-07
Ho170m,1.794569553846137e-07
Er151,3.491959669564698e-07
Er152,6.300014936651822e-09
Er153,6.578482490810535e-08
Er154,1.4578210185090153e-08
Er155,2.553699394460433e-07
Er156,9.405238919124717e-09
Er157,6.25354789168158e-08
Er158,2.1970633403081206e-08
Er159,1.6046458659394324e-07
Er160,6.826812925966039e-09
Er161,2.0090347902313403e-07
Er163,6.348016817292859e-09
Er165,5.906292388434586e-09
Er167m,1.1587891760963963e-08
Er169,5.088804542532412e-11
Er171,5.414741251137506e-08
Er172,9.573983911766505e-08
Er173,1.616729041122082e-07
Tm151,6.262003420365599e-07
Tm151m,7.317415693084145e-07
Tm153,2.406480575158362e-08
Tm158,3.217693347100886e-07
Tm159,1.2900972121955625e-06
Tm160,2.7698519960866506e-07
Tm161,2.571230964224196e-07
Tm162,4.3628981596356283e-07
Tm162m,8.8237904614022e-08
Tm163,3.13307252383807e-07
Tm164,1.5638507491383418e-07
Tm165,1.0029420925439466e-07
Tm166,4.978586056255181e-07
Tm167,8.123580151777361e-09
Tm168,2.5230230680446356e-07
Tm170,4.592013650653309e-10
Tm171,9.457374075911204e-11
Tm172,1.254241008485039e-07
Tm173,6.543133536869881e-08
Tm174,3.56093151085506e-07
Tm175,2.500889817677302e-07
Tm176,4.771912712248214e-07
Yb152,2.1648497232289799e-07
Yb159,6.061605900992571e-08
Yb160,3.5899816814222396e-08
Yb161,1.876224003865354e-07
Yb162,3.357199021754009e-08
Yb163,1.5337579783546842e-07
Yb164,8.217034486758759e-09
Yb165,6.472761662472221e-08
Yb166,1.1884763608289353e-08
Yb167,5.676530122717637e-08
Yb169,3.960405865213294e-08
Yb169m,3.6957677319678394e-14
Yb175,1.235104784806428e-08
Yb176m,1.290506012537257e-07
Yb177,4.379922076124626e-08
Yb177m,1.6685805510746384e-08
Yb178,1.0102266675744862e-07
Yb179,1.7459396912103275e-07
Lu162,3.0689562716157624e-07
Lu163,7.237153978868545e-07
Lu164,2.1581450856407775e-07
Lu165,1.199902626464089e-06
Lu166,4.4408200482335124e-07
Lu166m,1.9165201406795118e-07
Lu166n,5.50442790913705e-07
Lu167,2.4033280492241786e-07
Lu168,9.892592421852982e-07
Lu168m,5.454271367237547e-07
Lu169,3.2101390366737166e-07
Lu169m,1.0265111370917775e-13
Lu170,7.043607195386646e-07
Lu170m,9.787309634143332e-11
Lu171,1.3430313875487527e-07
Lu171m,4.057185082535382e-11
Lu172,4.5810139045260943e-07
Lu172m,2.77790124911338e-13
Lu173,2.3929018585778636e-08
Lu174,2.3997397602602943e-08
Lu174m,8.889228978401563e-09
Lu176,6.432431157847983e-08
Lu176m,1.4811231953745306e-09
Lu177,3.802508123040418e-09
Lu177m,2.5198751625073694e-08
Lu178,3.1162269110238335e-08
Lu178m,1.5768014400458683e-07
Lu179,3.791951003520717e-09
Lu180,3.442793397721186e-07
Lu181,1.0825238433929495e-07
Lu182,4.4631256891067707e-07
Lu183,1.548088505566614e-07
Hf163,1.2451702221070085e-07
Hf165,4.427838420150028e-08
Hf166,5.060636137537533e-08
Hf167,1.2651484828884784e-07
Hf169,2.014092081067123e-07
Hf170,9.200289044201196e-08
Hf171,4.658376653025472e-06
Hf172,1.5147255976617075e-08
Hf173,5.38510985315774e-08
Hf175,5.612491537503915e-08
Hf177m,1.4537490182230147e-07
Hf177n,1.825805685803659e-07
Hf178m,1.5030915721830806e-07
Hf178n,2.1841566624263451e-07
Hf179m,2.9068280928900888e-08
Hf179n,1.3946163957349998e-07
Hf180m,1.554010173721146e-07
Hf181,8.964069933008888e-08
Hf182,3.2315179813739585e-08
Hf182m,1.6419928104785205e-07
Hf183,1.596220464876289e-07
Hf184,3.119664221480957e-08
Ta164,3.123178532505193e-07
Ta170,2.0670499056551531e-07
Ta171,3.7016152811534515e-07
Ta172,3.934153006435429e-07
Ta173,8.166023129924207e-08
Ta174,1.7607402953840767e-07
Ta175,2.1441443565867084e-07
Ta176,5.60591477247e-07
Ta177,9.441735117724925e-09
Ta178,2.3218131776513473e-08
Ta178m,1.723456790419883e-07
Ta179,3.897561704256114e-09
Ta180,5.974227428194526e-09
Ta180m,7.883153698215304e-08
Ta182,3.1065181849416826e-07
Ta182m,1.6164822569237477e-13
Ta182n,2.9001972732824717e-08
Ta183,3.7036101661162695e-08
Ta184,3.087039463114188e-07
Ta185,1.632636060728609e-08
Ta186,2.4417110660117463e-07
W172,1.382637233514594e-07
W174,3.9607699655560935e-07
W176,1.9063857202793232e-08
W177,1.5567416751167311e-07
W178,2.363373876936653e-09
W179,8.08507200743106e-09
W179m,2.3668348110053002e-09
W181,5.604179327403566e-09
W183m,1.4382583097413092e-08
W185,5.431823722756924e-12
W185m,2.456946201979096e-09
W187,8.656609464735693e-08
W188,2.5721098218918256e-10
W189,2.225297867289037e-07
W190,1.658026208686816e-08
Re174,9.898231861042791e-08
Re176,2.02636909555072e-07
Re177,1.296878102531914e-07
Re178,2.8847624777380784e-07
Re179,2.273379425003679e-07
Re180,2.5955836064913615e-07
Re181,1.5069554970944004e-07
Re182,3.887704168729242e-07
Re182m,2.9082901420104093e-07
Re183,1.9192744393744423e-08
Re183m,2.4768848959084623e-07
Re184,2.0058362022531692e-07
Re184m,7.172881686450643e-08
Re186,2.1546460953446753e-09
Re186m,9.02373598656326e-09
Re188,9.695589093958404e-09
Re188m,8.35144831709186e-09
Re189,7.318343766884549e-09
Re190,2.5720135374739443e-07
Re190m,1.738675662659553e-07
Re192,1.9175976026304113e-08
Os171,1.8640070773006013e-07
Os176,8.717748219780933e-07
Os179,2.4160703501896205e-06
Os180,2.2497903212526985e-08
Os181,5.597849777323164e-08
Os181m,3.1292489100280715e-07
Os182,7.056704051776449e-08
Os183,1.0664098121028249e-07
Os183m,2.4363204497063064e-07
Os185,1.4766683501624276e-07
Os189m,3.110334566360957e-14
Os190m,2.8764832654238254e-07
Os191m,6.731701965422262e-10
Os193,1.0277294914887868e-08
Os194,4.022590399444352e-10
Os195,2.8925862092537955e-08
Os196,1.1864806199912107e-08
Ir178,2.607191360782584e-07
Ir180,3.3595605871436895e-07
Ir181,1.0186512624704223e-06
Ir182,1.6902994009113457e-07
Ir183,2.050722595452709e-07
Ir184,4.2314536723580524e-07
Ir185,2.7513364785428386e-06
Ir186,3.5052862603139554e-07
Ir186m,3.395436599996872e-07
Ir187,5.767590582403341e-08
Ir188,5.638155428299963e-07
Ir189,9.30641617917915e-09
Ir190,2.707658843542344e-07
Ir190m,1.0224419944841969e-14
Ir190n,6.730589421351881e-09
Ir191m,7.458456633078456e-09
Ir191n,3.4301970301301704e-07
Ir192,1.3448775978526003e-07
Ir192m,8.542158834713021e-12
Ir192n,6.532527985028403e-11
Ir193m,3.629756095743452e-11
Ir194,1.7254069220851002e-08
Ir194m,4.878936958511082e-09
Ir194n,4.395513800962101e-07
Ir195,5.95601784652401e-09
Ir195m,5.8781149683373185e-08
Ir196,4.6324835180019346e-08
Ir196m,4.597685091039172e-07
Ir197,4.461700317770024e-08
Ir197m,1.7067656157569486e-12
Ir198,1.4838667270713785e-07
Pt182,1.9553566819966236e-08
Pt183m,2.1791872107906412e-07
Pt184,2.71529172039453e-07
Pt185,4.604129465091346e-07
Pt185m,5.763975549372304e-07
Pt186,1.3291340116508886e-07
Pt187,7.768829042374993e-08
Pt188,2.5938473912928404e-08
Pt189,8.574436216574354e-08
Pt191,4.451021689884665e-08
Pt193,3.5960809509759823e-09
Pt193m,1.194416522933947e-09
Pt195m,7.490750501424958e-09
Pt197,2.161224348639317e-09
Pt197m,9.735030614587655e-09
Pt199,3.684844928415353e-08
Pt199m,5.611099053012291e-08
Pt200,6.483125717133531e-09
Au183,2.9917983432101987e-07
Au186,2.886237620305897e-07
Au187,2.511126559315534e-07
Au188,4.984635615167449e-07
Au189,1.684328894924191e-07
Au189m,2.649702161811654e-08
Au190,5.333840855187569e-07
Au191,9.46197143052402e-08
Au191m,2.7884178399825747e-08
Au192,4.321267874351675e-07
Au192m,4.172962724167024e-10
Au192n,1.2726977844377838e-08
Au193,1.9226038687025345e-08
Au193m,2.5486923434706716e-08
Au194,2.393941125960874e-07
Au194m,5.624775914121608e-10
Au194n,1.2108322143442585e-08
Au195,8.754211034690768e-09
Au195m,2.61662232614219e-08
Au196,7.285049001895982e-08
Au196m,2.8785820049434384e-11
Au196n,2.492902919480282e-08
Au197m,3.0162528560206626e-08
Au198,6.882352840896231e-08
Au198m,5.989862513651928e-08
Au199,1.3259539344450682e-08
Au200,6.431965833260962e-08
Au200m,3.6703600821538773e-07
Au201,6.343571472762839e-09
Au202,3.875173106298662e-08
Au203,1.4753145379178257e-08
Au204,4.877541881612805e-07
Hg186,5.682169637046094e-08
Hg187,8.87976279746304e-07
Hg188,2.165460715801738e-08
Hg189,6.454300991928745e-07
Hg189m,4.066312671616122e-06
Hg190,2.0503003642688766e-08
Hg191,5.3580439830550704e-08
Hg191m,3.1936838029657517e-07
Hg192,3.369035334715512e-08
Hg193m,2.526556041133883e-07
Hg194,1.2361599647892174e-09
Hg195,3.592033599331113e-08
Hg195m,3.0584449764122416e-08
Hg197,6.928899018854539e-09
Hg197m,1.7130652832435073e-08
Hg199m,3.0881989305085946e-08
Hg203,3.407358073739564e-08
Hg205,7.432374934253896e-10
Hg206,1.606926118096406e-08
Hg207,7.098611925341101e-07
Tl186m,5.0799418308537685e-08
Tl188,4.6276022868658434e-07
Tl193,1.276140671097274e-07
Tl193m,5.967545984216209e-08
Tl194,1.3702268037447816e-07
Tl194m,5.015398182632317e-07
Tl195,2.966474065897509e-07
Tl195m,6.535057130850018e-08
Tl196,3.4589876976024794e-07
Tl196m,2.2110436138087313e-07
Tl197,9.1669041699864e-08
Tl197m,7.35148082839436e-08
Tl198,4.952738583596186e-07
Tl198m,2.1909209285499008e-07
Tl199,3.693190098234819e-08
Tl199m,1.0940534976408632e-07
Tl200,2.8975956522691005e-07
Tl201,9.157420318726422e-09
Tl202,8.462678458844482e-08
Tl204,1.1926181393398544e-10
Tl206,3.072347747958571e-10
Tl206m,5.00436535015445e-07
Tl207,5.157390457301394e-10
Tl207m,2.5764106917227304e-07
Tl208,9.638222967316192e-07
Tl209,5.280325705505988e-07
Tl210,6.82537869913929e-07
Pb194,2.4083612524734326e-07
Pb195,6.811518017398702e-08
Pb195m,3.4784934209522956e-07
Pb196,8.864637067703002e-08
Pb197,3.4087972840263964e-07
Pb197m,2.4046939785579123e-07
Pb198,7.723986692279778e-08
Pb199,2.2573887199582703e-07
Pb199m,2.1806802759780812e-08
Pb200,3.5993198171743315e-08
Pb201,1.548122505105797e-07
Pb201m,7.532029098506354e-08
Pb202,1.3710153864920608e-08
Pb202m,4.3214277139138597e-07
Pb203,5.0373052831856374e-08
Pb203m,1.4899003703909117e-07
Pb203n,4.1753662300159316e-07
Pb204m,4.6748665243318937e-07
Pb205,1.2643905829285276e-08
Pb205m,2.3726104799755812e-07
Pb207m,3.4655275420349403e-07
Pb210,5.886052521085251e-09
Pb211,1.4071343379080306e-08
Pb212,2.08646362459088e-08
Pb214,3.9146071635647654e-08
Bi198m,4.091900853769488e-07
Bi198n,1.7949191857321134e-08
Bi199,3.0693571211671397e-07
Bi200,5.02231747795797e-07
Bi200m,3.4447092344948754e-07
Bi201,4.6561623787486303e-07
Bi201m,5.2070476952054606e-08
Bi202,5.442412638241981e-07
Bi203,6.149181244829878e-07
Bi203m,2.2117320103353833e-07
Bi204,6.98472120352667e-07
Bi205,4.063509090044919e-07
Bi206,7.637897357180677e-07
Bi207,3.5647503485219404e-07
Bi208,8.212167656248355e-07
Bi208m,3.299768383223871e-07
Bi210,4.545468380924359e-14
Bi210m,3.9414000607416477e-08
Bi211,7.688409307476142e-09
Bi212,2.6786367877671003e-08
Bi212m,1.2799688157013818e-08
Bi213,2.3165906417988628e-08
Bi214,4.0080864581490997e-07
Po202,1.8692225080299416e-07
Po203,3.280623170186303e-07
Po203m,7.640011285098046e-08
Po204,2.6080747406107405e-07
Po205,3.4839503072569785e-07
Po206,2.5950396453653126e-07
Po207,2.9777070619168744e-07
Po207m,2.265589806722218e-07
Po208,3.548642327373289e-12
Po209,6.90212350797274e-10
Po210,2.1949515961747345e-12
Po211,1.7110058786453998e-09
Po211m,3.4397140135735375e-07
Po212m,2.6941813914772565e-08
Po213,5.230380818049921e-12
Po214,1.8950377973595692e-11
Po215,3.7976876751654855e-11
Po216,3.459792889775485e-12
Po218,2.1159596116734575e-12
At205,2.453532735400568e-07
At206,4.837766612865852e-07
At207,4.78214505420484e-07
At208,7.002906005829025e-07
At209,4.864602965673794e-07
At210,7.576512730892624e-07
At211,7.924452280753513e-09
At212m,6.104760273269064e-10
At215,3.143939365054768e-11
At217,5.114669433950233e-11
At218,7.1407353262396936e-09
At220,5.6239689762151686e-08
Rn208,1.2463908020833067e-07
Rn209,2.0772556596561536e-07
Rn210,1.2426581015506043e-08
Rn211,4.506390200637193e-07
Rn217,2.1742591282799397e-11
Rn218,1.5286326158416047e-10
Rn219,8.554397593218505e-09
Rn220,1.2254564539873364e-10
Rn221,1.7311438498732837e-08
Rn222,7.391249896999005e-11
Rn223,7.108313362852405e-08
Rn224,3.4342782901362185e-08
Fr219,6.007987797383929e-10
Fr220,3.0123396678746342e-09
Fr221,3.966922756882781e-09
Fr222,3.140738734707534e-08
Fr223,1.2939485304864562e-08
Fr224,1.238298715696916e-07
Fr226,1.056782091666293e-07
Fr227,8.038744895815688e-08
Fr228,1.6500068059573681e-07
Fr231,9.694075089461157e-08
Ra213m,3.689070915332864e-07
Ra219,2.6918813771119758e-08
Ra220,8.416036043290937e-10
Ra221,7.875250163995485e-09
Ra222,1.4097396839956783e-09
Ra223,2.0499773249375915e-08
Ra224,1.4058499752565995e-09
Ra225,4.3826825718541515e-09
Ra226,9.559896872644637e-10
Ra227,2.531823453385265e-08
Ra228,2.2792433174188395e-09
Ra230,1.3893620585597451e-07
Ac220,2.628400028663455e-08
Ac223,5.532231193500162e-10
Ac224,3.51037068735415e-08
Ac225,5.4523568650001125e-09
Ac226,2.3111180743965805e-08
Ac227,3.626843904510905e-10
Ac228,2.2914351901545605e-07
Ac229,3.079714640153742e-07
Ac230,1.3258853033260351e-07
Ac231,6.051088778197483e-08
Ac232,3.142087292598075e-07
Ac233,9.576252261142383e-08
Th223,1.3893842300030903e-08
Th224,3.256610580048052e-09
Th225,2.4052968333957258e-08
Th226,2.2871152516240513e-09
Th227,2.4106715281157367e-08
Th228,1.4930429311812671e-09
Th229,2.2356784680805594e-08
Th230,1.2594049400665476e-09
Th231,1.3431424740963811e-08
Th232,1.4884354385836822e-09
Th233,7.589841849715194e-09
Th234,1.9305346335637477e-09
Pa227,9.390544365485369e-10
Pa228,3.091542507373041e-07
Pa229,1.2699604184213739e-08
Pa230,1.34464699365129e-07
Pa231,1.243171894462852e-08
Pa232,2.130340251866885e-07
Pa233,3.7671092945008345e-08
Pa234,3.255432225594491e-07
Pa234m,4.070122563696008e-09
Pa235,1.4664354755130072e-09
Pa236,2.0279054785876203e-07
Pa237,1.3453263793232677e-07
Pa238,5.156856708202406e-07
U227,1.6835316636916045e-08
U228,2.3494201832266458e-09
U230,2.216010715084263e-09
U231,1.2475929099968247e-08
U232,1.618693732895947e-09
U233,1.1186202193575282e-09
U234,1.4802582602903314e-09
U235,2.071963741545776e-08
U235m,7.967414074393652e-22
U236,1.2458474436146814e-09
U237,2.1098372781761717e-08
U238,1.1490342344312586e-09
U239,7.2867380820340724e-09
U240,6.019220082886804e-09
U242,7.069168949695433e-09
Np231,2.0922402113734522e-07
Np232,2.519584671079927e-07
Np233,1.3668014902310016e-08
Np234,2.9155138912392526e-07
Np235,5.693760582943599e-09
Np236,2.7016294017605986e-08
Np236m,7.916914845131459e-09
Np237,1.260045787190616e-08
Np238,1.5829005541425593e-07
Np239,2.409710458807675e-08
Np240,2.7015679024474184e-07
Np240m,7.30167703456023e-08
Np241,4.927584435296339e-09
Np242,6.240943870554871e-08
Pu233,6.819957993187449e-07
Pu235,1.563096553297237e-08
Pu236,1.284047414982853e-09
Pu237,9.102730290890553e-09
Pu238,1.2811106690069848e-09
Pu239,5.205131092321898e-10
Pu240,1.1184608868675753e-09
Pu241,2.870469980530345e-13
Pu242,1.0379481838095262e-09
Pu243,3.0975795784867324e-09
Pu244,8.320504164992465e-10
Pu245,7.661479916021115e-08
Pu246,1.6448606407683126e-08
Am237,5.634437723321823e-08
Am238,2.054225734646153e-07
Am239,2.304918833438944e-08
Am240,2.421452991465382e-07
Am241,6.828168498624157e-09
Am242,3.0802366421575902e-09
Am242m,1.6550573490507818e-09
Am243,6.848280900169385e-09
Am244,1.8835472549830454e-07
Am244m,2.9553825770210733e-09
Am245,3.632046475968176e-09
Am246,1.5565471830489526e-07
Am246m,2.4678264047686095e-07
Am247,1.839687611259697e-08
Cm239,2.1470640904296966e-07
Cm241,8.56061842215426e-08
Cm242,7.482164829821328e-10
Cm243,1.8444849322075112e-08
Cm244,6.544894250587955e-10
Cm245,1.2234080802576424e-08
Cm246,6.440494023957304e-10
Cm247,5.084484979973212e-08
Cm248,5.12627857481067e-10
Cm249,3.773875022253533e-09
Cm251,2.0814685215646264e-08
Bk243,4.066641484908603e-08
Bk244,4.979587173185598e-07
Bk245,2.91751212627613e-08
Bk246,1.908569552923245e-07
Bk247,1.7757010012481105e-08
Bk248m,8.451353616438083e-09
Bk249,1.3311268937020511e-11
Bk250,2.216621776924982e-07
Cf246,4.815027345540914e-10
Cf247,1.2708129527916416e-06
Cf248,3.0822041215321397e-12
Cf249,5.389023500318256e-08
Cf250,4.179520780779744e-10
Cf251,1.5449874194466624e-08
Cf252,4.147418425733785e-10
Cf253,3.589262460187428e-11
Es249,7.173608727516743e-08
Es250,2.5206986332285813e-07
Es250m,1.227354752911324e-07
Es252,4.4021847915058385e-08
Es253,3.714023508102564e-10
Es254,4.0605062004562974e-10
Es254m,9.796017800696102e-08
Es255,9.713351786319143e-10
Es256m,3.616349831932298e-08
Fm251,5.0257019480102993e-08
Fm252,3.907128953356306e-12
Fm253,1.0028015627828213e-08
Fm254,5.378450816584458e-10
Fm255,3.413009322765446e-09
Fm257,1.585890653426265e-08
